% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=875244, Sat Nov 22 14:48:53 2025, <python>{}</python>
1 28 0.09970064390853363 1.0000499850048943 -343.4598062565629 -3.4345980625656290e+02 311.38930358607433 820.3379224278024 405.39776015422865   
2 56 0.09941270534343077 1.0000499850048943 -439.0083314388751 -4.3900833143887508e+02 271.14856313435644 723.7465839859394 262.31178606939574   
3 84 0.0991337254959805 1.0000499850048943 -439.0083314388751 -3.1138527902020843e+02 263.32736533374725 764.2496098356838 245.3277495763726   
4 112 0.09886267746572201 1.0000499850048943 -599.9824150196408 -5.9998241501964083e+02 295.8617421547778 627.5547352782611 228.50468574735868   
5 140 0.09859911009616691 1.0000499850048943 -599.9824150196408 -3.6898944470515073e+02 242.91095525332005 634.2871064208549 339.63071009277934   
6 168 0.09834152233854032 1.0000499850048943 -813.2265470058607 -8.1322654700586065e+02 192.95798028654352 772.4103114340207 395.4784643417371   
7 196 0.098089695645959 1.0000499850048943 -1298.798979480349 -1.2987989794803491e+03 192.05043087418053 818.186331116526 339.7664248441955   
8 224 0.09784318019941837 1.0000499850048943 -1652.8748513455034 -1.6528748513455034e+03 -22.55686599854323 708.8596122510318 526.06333090305   
9 252 0.09760123765265817 1.0000499850048943 -1704.7503498731176 -1.7047503498731176e+03 -20.926955096174197 468.536293348592 572.5551722787186   
10 280 0.0973635986653547 1.0000499850048943 -1704.7503498731176 -1.5618665945820474e+03 35.514486195236834 667.0466639177585 440.71460648736576   
11 308 0.09713025796490361 1.0000499850048943 -1704.7503498731176 -1.2665037355618265e+03 180.39808795203825 1379.850812337198 681.8490669038943   
12 336 0.09690113618866258 1.0000499850048943 -1876.1872843800377 -1.8761872843800377e+03 -177.4918411364145 620.4899716693255 1056.9965254737012   
13 364 0.09667585598798005 1.0000499850048943 -2330.109759993213 -2.3301097599932132e+03 -770.6012033121174 761.4940720277095 1275.1714802159786   
14 392 0.09645438119373194 1.0000499850048943 -2330.109759993213 -2.1148694745445296e+03 -59.92057774355716 1043.082363824199 1397.0465460782088   
15 420 0.096236685520776 1.0000499850048943 -2330.109759993213 -2.0775477286964801e+03 -784.8306962564163 367.9806180363917 1245.3904397887277   
16 448 0.09602225073321634 1.0000499850048943 -2575.228589869167 -2.5752285898691671e+03 -1141.7082631169355 669.8723777601581 1302.4954601993222   
17 476 0.09581121123581358 1.0000499850048943 -2863.0218783516725 -2.8630218783516725e+03 -1192.5404815484644 579.4073345624092 1333.4620190318797   
18 504 0.09560277743106817 1.0000499850048943 -3162.4867446045687 -3.1624867446045687e+03 -1461.7249144659754 383.9570210735407 1133.4784743061564   
19 532 0.09539804344178937 1.0000499850048943 -3377.547774554191 -3.3775477745541912e+03 -747.151318322665 556.8672814606327 1527.6808973991424   
20 560 0.0951968773906798 1.0000499850048943 -3377.547774554191 -3.1016308701831063e+03 -1578.6004818806357 632.7540468934218 1732.8812386793206   
21 588 0.09499777552994818 1.0000499850048943 -3426.714672143987 -3.4267146721439872e+03 -1735.0196412242233 527.8799085777472 1251.7018517986849   
22 616 0.09480148364465973 1.0009743316170048 -3426.714672143987 -2.9447820591668283e+03 -1801.8668054630039 428.85435158108123 1339.9349421578686   
23 644 0.09460790380574205 1.0009743316170048 -3426.714672143987 -3.3981315859303468e+03 -2021.7615286542411 318.1880789590532 695.6076014969146   
24 672 0.0944168494111776 1.0009743316170048 -3426.714672143987 -2.9995139106835277e+03 -2096.9514930058085 -138.90594160968777 946.0844168734227   
25 700 0.09422868535264428 1.0009743316170048 -3426.714672143987 -3.1115023055853994e+03 -1875.6396228517137 494.6567851311409 1587.752063790331   
26 728 0.09404306779388928 1.0009743316170048 -3426.714672143987 -2.9569262032442753e+03 -1555.1698350865063 531.773571529902 1498.03627445452   
27 756 0.09386031697619135 1.0009743316170048 -3426.714672143987 -3.0826613848471711e+03 -2195.744652363181 -878.0473817215181 912.2206746700408   
28 784 0.09368008344281416 1.0009743316170048 -3426.714672143987 -3.2803475092060417e+03 -2252.187872303561 506.7611012441023 893.0124322625038   
29 812 0.09350199810250633 1.0009743316170048 -3426.714672143987 -2.9890727773473200e+03 -2402.0513890833085 332.94520651579387 507.49817413656774   
30 840 0.09332604052681168 1.0009743316170048 -3686.7871316871597 -3.6867871316871597e+03 -2203.90585663316 442.5927910818186 1267.8890388505474   
31 868 0.09315268615857909 1.0009743316170048 -3686.7871316871597 -3.4101363400164819e+03 -2500.0914242565013 453.2415038942776 723.2544845859225   
32 896 0.09298108246254937 1.0009743316170048 -4069.3942309431577 -4.0693942309431577e+03 -2604.206779699758 -992.8787642962156 945.4972991780937   
33 924 0.09281205367077534 1.0009743316170048 -4069.3942309431577 -3.6829567446237656e+03 -2487.655885131169 -621.1893628996258 1300.0229523001442   
34 952 0.09264538748214297 1.0009743316170048 -4069.3942309431577 -3.7238496595096913e+03 -3100.2933256812494 -1970.2075184582836 605.1030895541157   
35 980 0.09248143717342797 1.0009743316170048 -4069.3942309431577 -3.6988476468518161e+03 -2911.729812247088 -1733.0210545518175 894.8002619037597   
36 1008 0.09231945666297539 1.0009743316170048 -4069.3942309431577 -3.5299344376970839e+03 -3033.7978971928223 -910.1550983239631 476.9263416719846   
37 1036 0.09215903469880268 1.0009743316170048 -4107.113235791295 -4.1071132357912948e+03 -2792.7054607127507 -1644.926624089737 843.657751430077   
38 1064 0.09200040605457326 1.0009743316170048 -4107.113235791295 -3.4605663680053285e+03 -2904.334853620997 -323.9776483738698 567.7648479519476   
39 1092 0.09184396139537002 1.0009743316170048 -4107.113235791295 -3.5820559169836638e+03 -2928.868123939732 -179.48249752489272 658.5850856963152   
40 1120 0.09168927331059114 1.0009743316170048 -4107.113235791295 -3.7758123334808238e+03 -2651.117399679802 167.55358563661275 924.1565123313976   
41 1148 0.09153608087455709 1.0009743316170048 -4107.113235791295 -3.6761331225557738e+03 -2967.4139889754993 213.78960887989876 785.5277426246926   
42 1176 0.09138503294219812 1.0009743316170048 -4107.113235791295 -3.9590915764205188e+03 -2806.353732807673 -52.45915059926128 478.5237772685932   
43 1204 0.09123596309376952 1.0014009902237262 -4107.113235791295 -3.7985674504477092e+03 -2941.347758077202 -673.6483142837266 518.2447549647741   
44 1232 0.09108873339484143 1.0014009902237262 -4107.113235791295 -3.6481366701572465e+03 -3134.7051688371175 511.13297730043854 459.4276494957667   
45 1260 0.09094323355638274 1.0014009902237262 -4107.113235791295 -3.7207802928541587e+03 -3014.422533919065 -1393.612362986428 574.1531939547694   
46 1288 0.09080012911148798 1.0014009902237262 -4107.113235791295 -3.9869234611831243e+03 -2983.887401806329 -191.02448567672855 651.6909434170157   
47 1316 0.09065818022275329 1.0014009902237262 -4107.113235791295 -3.8837024414587918e+03 -3106.9138476439066 53.96467179127278 455.52481680578876   
48 1344 0.09051736821923467 1.0014009902237262 -4107.113235791295 -3.9875127422543405e+03 -2708.1668560357066 346.8938359236158 576.4333178618308   
49 1372 0.09037709788705418 1.0014009902237262 -4107.113235791295 -4.0149004139459371e+03 -2994.3213346147795 488.50189932330886 806.3949332816373   
50 1400 0.09023805263668444 1.0014009902237262 -4107.113235791295 -3.7047702115818192e+03 -2875.953983224162 -1205.9714635822295 470.56457499833186   
51 1428 0.09010060134698862 1.0014009902237262 -4107.113235791295 -3.6309655238995879e+03 -2833.18688217333 -2081.6676694304033 633.5925247210512   
52 1456 0.08996483604113267 1.0014009902237262 -4107.113235791295 -3.8315127085570739e+03 -2885.022714005716 431.5216292574373 596.4730604041551   
53 1484 0.08983023983923466 1.0014009902237262 -4107.113235791295 -3.4172680333201502e+03 -3048.1897884992795 -157.25531663519905 508.8958124558885   
54 1512 0.08969724974869521 1.0014009902237262 -4107.113235791295 -3.6077097221457898e+03 -3199.83590192016 -391.4822300908959 373.10876443156167   
55 1540 0.0895654949092277 1.0014009902237262 -4107.113235791295 -3.6749529576153727e+03 -3292.1489225307923 -481.7591031710397 305.6746989865969   
56 1568 0.08943466445126781 1.0014009902237262 -4107.113235791295 -3.7825289850375048e+03 -3251.3790657873255 -2558.6994384051795 267.0626562065454   
57 1596 0.08930467116436507 1.0014009902237262 -4107.113235791295 -3.7230210087149858e+03 -3132.773873025802 -443.58769220291003 468.08730725438545   
58 1624 0.08917600268902968 1.0014009902237262 -4107.113235791295 -3.7096189219627986e+03 -3049.761337516249 183.88465144763623 564.2376815988637   
59 1652 0.0890482610335777 1.0014009902237262 -4107.113235791295 -3.6872706515897326e+03 -2915.663687645229 -390.0807223207544 690.5205178408191   
60 1680 0.0889220533103312 1.0014009902237262 -4107.113235791295 -3.7854794155229251e+03 -3257.643994183403 195.04060779178528 283.0189692582221   
61 1708 0.0887969354410756 1.0014009902237262 -4107.113235791295 -3.8286587700304776e+03 -3219.6760663921723 -994.88125121957 295.6319140700175   
62 1736 0.08867311176045513 1.0014009902237262 -4107.113235791295 -3.6217503857253319e+03 -3143.280286402501 302.8053794183339 314.30900161466525   
63 1764 0.08855055716380598 1.0014009902237262 -4107.113235791295 -3.6140201434190417e+03 -3022.5523240078332 268.1534588298747 510.5478474314059   
64 1792 0.08842900587554064 1.0021158091702334 -4107.113235791295 -3.6566453610008102e+03 -3036.5915645256073 -2439.211596242458 504.57954036177944   
65 1820 0.08830844907199395 1.0021158091702334 -4107.113235791295 -3.5063953115917179e+03 -3251.897822406817 -2349.848101490568 356.0078311358725   
66 1848 0.08818947133900297 1.0021158091702334 -4107.113235791295 -3.5761774555390111e+03 -3216.613296345281 -1675.1988352720875 458.5788890359181   
